provider;state;indicator;indicator_value
AMSJ;ARTIGAS;LE;0
AMSJ;CANELONES;MG;0
AMSJ;CANELONES;MFYC;0
AMSJ;CANELONES;Pediatría;0
AMSJ;CANELONES;Gine;0
AMSJ;CANELONES;AE;0
AMSJ;CANELONES;LE;0
AMSJ;CERRO LARGO;MG;0
AMSJ;CERRO LARGO;MFYC;0
AMSJ;CERRO LARGO;Pediatría;0
AMSJ;CERRO LARGO;Gine;0
AMSJ;CERRO LARGO;AE;0
AMSJ;CERRO LARGO;LE;0
AMSJ;COLONIA;MG;0
AMSJ;COLONIA;MFYC;0
AMSJ;COLONIA;Pediatría;0
AMSJ;COLONIA;Gine;0
AMSJ;COLONIA;AE;0
AMSJ;COLONIA;LE;0
AMSJ;DURAZNO;MG;0
AMSJ;DURAZNO;MFYC;0
AMSJ;DURAZNO;Pediatría;0
AMSJ;DURAZNO;Gine;0
AMSJ;DURAZNO;AE;0
AMSJ;DURAZNO;LE;0
AMSJ;FLORES;MG;0
AMSJ;FLORES;MFYC;0
AMSJ;FLORES;Pediatría;0
AMSJ;FLORES;Gine;0
AMSJ;FLORES;AE;0
AMSJ;FLORES;LE;0
AMSJ;FLORIDA;MG;0
AMSJ;FLORIDA;MFYC;0
AMSJ;FLORIDA;Pediatría;0
AMSJ;FLORIDA;Gine;0
AMSJ;FLORIDA;AE;0
AMSJ;FLORIDA;LE;0
AMSJ;LAVALLEJA;MG;0
AMSJ;LAVALLEJA;MFYC;0
AMSJ;LAVALLEJA;Pediatría;0
AMSJ;LAVALLEJA;Gine;0
AMSJ;LAVALLEJA;AE;0
AMSJ;LAVALLEJA;LE;0
AMSJ;MALDONADO;MG;0
AMSJ;MALDONADO;MFYC;0
AMSJ;MALDONADO;Pediatría;0
AMSJ;MALDONADO;Gine;0
AMSJ;MALDONADO;AE;0
AMSJ;MALDONADO;LE;0
AMSJ;PAYSANDÚ;MG;0
AMSJ;PAYSANDÚ;MFYC;0
AMSJ;PAYSANDÚ;Pediatría;0
AMSJ;PAYSANDÚ;Gine;0
AMSJ;PAYSANDÚ;AE;0
AMSJ;PAYSANDÚ;LE;0
AMSJ;RÍO NEGRO;MG;0
AMSJ;RÍO NEGRO;MFYC;0
AMSJ;RÍO NEGRO;Pediatría;0
AMSJ;RÍO NEGRO;Gine;0
AMSJ;RÍO NEGRO;AE;0
AMSJ;RÍO NEGRO;LE;0
AMSJ;RIVERA;MG;0
AMSJ;RIVERA;MFYC;0
AMSJ;RIVERA;Pediatría;0
AMSJ;RIVERA;Gine;0
AMSJ;RIVERA;AE;0
AMSJ;RIVERA;LE;0
AMSJ;ROCHA;MG;0
AMSJ;ROCHA;MFYC;0
AMSJ;ROCHA;Pediatría;0
AMSJ;ROCHA;Gine;0
AMSJ;ROCHA;AE;0
AMSJ;ROCHA;LE;0
AMSJ;SALTO;MG;0
AMSJ;SALTO;MFYC;0
AMSJ;SALTO;Pediatría;0
AMSJ;SALTO;Gine;0
AMSJ;SALTO;AE;0
AMSJ;SALTO;LE;0
AMSJ;SAN JOSÉ;MG;1.87
AMSJ;SAN JOSÉ;MFYC;0.10
AMSJ;SAN JOSÉ;Pediatría;2.89
AMSJ;SAN JOSÉ;Gine;1.38
AMSJ;SAN JOSÉ;AE;1.83
AMSJ;SAN JOSÉ;LE;0
AMSJ;SORIANO;MG;0
AMSJ;SORIANO;MFYC;0
AMSJ;SORIANO;Pediatría;0
AMSJ;SORIANO;Gine;0
AMSJ;SORIANO;AE;0
AMSJ;SORIANO;LE;0
AMSJ;TACUAREMBÓ;MG;0
AMSJ;TACUAREMBÓ;MFYC;0
AMSJ;TACUAREMBÓ;Pediatría;0
AMSJ;TACUAREMBÓ;Gine;0
AMSJ;TACUAREMBÓ;AE;0
AMSJ;TACUAREMBÓ;LE;0
AMSJ;TREINTA Y TRES;MG;0
AMSJ;TREINTA Y TRES;MFYC;0
AMSJ;TREINTA Y TRES;Pediatría;0
AMSJ;TREINTA Y TRES;Gine;0
AMSJ;TREINTA Y TRES;AE;0
AMSJ;TREINTA Y TRES;LE;0
ASOCIACION ESPAÑOLA;MONTEVIDEO;MG;3.71
ASOCIACION ESPAÑOLA;MONTEVIDEO;MFYC;0.01
ASOCIACION ESPAÑOLA;MONTEVIDEO;Pediatría;5.70
ASOCIACION ESPAÑOLA;MONTEVIDEO;Gine;1.68
ASOCIACION ESPAÑOLA;MONTEVIDEO;AE;18.52
ASOCIACION ESPAÑOLA;MONTEVIDEO;LE;2.14
ASOCIACION ESPAÑOLA;ARTIGAS;MG;0
ASOCIACION ESPAÑOLA;ARTIGAS;MFYC;0
ASOCIACION ESPAÑOLA;ARTIGAS;Pediatría;0
ASOCIACION ESPAÑOLA;ARTIGAS;Gine;0
ASOCIACION ESPAÑOLA;ARTIGAS;AE;0
ASOCIACION ESPAÑOLA;ARTIGAS;LE;0
ASOCIACION ESPAÑOLA;CANELONES;MG;2.06
ASOCIACION ESPAÑOLA;CANELONES;MFYC;0.05
ASOCIACION ESPAÑOLA;CANELONES;Pediatría;2.06
ASOCIACION ESPAÑOLA;CANELONES;Gine;0.32
ASOCIACION ESPAÑOLA;CANELONES;AE;6.92
ASOCIACION ESPAÑOLA;CANELONES;LE;0.79
ASOCIACION ESPAÑOLA;CERRO LARGO;MG;0
ASOCIACION ESPAÑOLA;CERRO LARGO;MFYC;0
ASOCIACION ESPAÑOLA;CERRO LARGO;Pediatría;0
ASOCIACION ESPAÑOLA;CERRO LARGO;Gine;0
ASOCIACION ESPAÑOLA;CERRO LARGO;AE;0
ASOCIACION ESPAÑOLA;CERRO LARGO;LE;0
ASOCIACION ESPAÑOLA;COLONIA;MG;0
ASOCIACION ESPAÑOLA;COLONIA;MFYC;0
ASOCIACION ESPAÑOLA;COLONIA;Pediatría;0
ASOCIACION ESPAÑOLA;COLONIA;Gine;0
ASOCIACION ESPAÑOLA;COLONIA;AE;0
ASOCIACION ESPAÑOLA;COLONIA;LE;0
ASOCIACION ESPAÑOLA;DURAZNO;MG;0
ASOCIACION ESPAÑOLA;DURAZNO;MFYC;0
ASOCIACION ESPAÑOLA;DURAZNO;Pediatría;0
ASOCIACION ESPAÑOLA;DURAZNO;Gine;0
ASOCIACION ESPAÑOLA;DURAZNO;AE;0
ASOCIACION ESPAÑOLA;DURAZNO;LE;0
ASOCIACION ESPAÑOLA;FLORES;MG;0
ASOCIACION ESPAÑOLA;FLORES;MFYC;0
ASOCIACION ESPAÑOLA;FLORES;Pediatría;0
ASOCIACION ESPAÑOLA;FLORES;Gine;0
ASOCIACION ESPAÑOLA;FLORES;AE;0
ASOCIACION ESPAÑOLA;FLORES;LE;0
ASOCIACION ESPAÑOLA;FLORIDA;MG;0
ASOCIACION ESPAÑOLA;FLORIDA;MFYC;0
ASOCIACION ESPAÑOLA;FLORIDA;Pediatría;0
ASOCIACION ESPAÑOLA;FLORIDA;Gine;0
ASOCIACION ESPAÑOLA;FLORIDA;AE;0
ASOCIACION ESPAÑOLA;FLORIDA;LE;0
ASOCIACION ESPAÑOLA;LAVALLEJA;MG;0
ASOCIACION ESPAÑOLA;LAVALLEJA;MFYC;0
ASOCIACION ESPAÑOLA;LAVALLEJA;Pediatría;0
ASOCIACION ESPAÑOLA;LAVALLEJA;Gine;0
ASOCIACION ESPAÑOLA;LAVALLEJA;AE;0
ASOCIACION ESPAÑOLA;LAVALLEJA;LE;0
ASOCIACION ESPAÑOLA;MALDONADO;MG;0.34
ASOCIACION ESPAÑOLA;MALDONADO;MFYC;0
ASOCIACION ESPAÑOLA;MALDONADO;Pediatría;4.87
ASOCIACION ESPAÑOLA;MALDONADO;Gine;0.47
ASOCIACION ESPAÑOLA;MALDONADO;AE;0
ASOCIACION ESPAÑOLA;MALDONADO;LE;0
ASOCIACION ESPAÑOLA;PAYSANDÚ;MG;0
ASOCIACION ESPAÑOLA;PAYSANDÚ;MFYC;0
ASOCIACION ESPAÑOLA;PAYSANDÚ;Pediatría;0
ASOCIACION ESPAÑOLA;PAYSANDÚ;Gine;0
ASOCIACION ESPAÑOLA;PAYSANDÚ;AE;0
ASOCIACION ESPAÑOLA;PAYSANDÚ;LE;0
ASOCIACION ESPAÑOLA;RÍO NEGRO;MG;0
ASOCIACION ESPAÑOLA;RÍO NEGRO;MFYC;0
ASOCIACION ESPAÑOLA;RÍO NEGRO;Pediatría;0
ASOCIACION ESPAÑOLA;RÍO NEGRO;Gine;0
ASOCIACION ESPAÑOLA;RÍO NEGRO;AE;0
ASOCIACION ESPAÑOLA;RÍO NEGRO;LE;0
ASOCIACION ESPAÑOLA;RIVERA;MG;0
ASOCIACION ESPAÑOLA;RIVERA;MFYC;0
ASOCIACION ESPAÑOLA;RIVERA;Pediatría;0
ASOCIACION ESPAÑOLA;RIVERA;Gine;0
ASOCIACION ESPAÑOLA;RIVERA;AE;0
ASOCIACION ESPAÑOLA;RIVERA;LE;0
ASOCIACION ESPAÑOLA;ROCHA;MG;0
ASOCIACION ESPAÑOLA;ROCHA;MFYC;0
ASOCIACION ESPAÑOLA;ROCHA;Pediatría;0
ASOCIACION ESPAÑOLA;ROCHA;Gine;0
ASOCIACION ESPAÑOLA;ROCHA;AE;0
ASOCIACION ESPAÑOLA;ROCHA;LE;0
ASOCIACION ESPAÑOLA;SALTO;MG;0
ASOCIACION ESPAÑOLA;SALTO;MFYC;0
ASOCIACION ESPAÑOLA;SALTO;Pediatría;0
ASOCIACION ESPAÑOLA;SALTO;Gine;0
ASOCIACION ESPAÑOLA;SALTO;AE;0
ASOCIACION ESPAÑOLA;SALTO;LE;0
ASOCIACION ESPAÑOLA;SAN JOSÉ;MG;0
ASOCIACION ESPAÑOLA;SAN JOSÉ;MFYC;0
ASOCIACION ESPAÑOLA;SAN JOSÉ;Pediatría;0
ASOCIACION ESPAÑOLA;SAN JOSÉ;Gine;0
ASOCIACION ESPAÑOLA;SAN JOSÉ;AE;0
ASOCIACION ESPAÑOLA;SAN JOSÉ;LE;0
ASOCIACION ESPAÑOLA;SORIANO;MG;0
ASOCIACION ESPAÑOLA;SORIANO;MFYC;0
ASOCIACION ESPAÑOLA;SORIANO;Pediatría;0
ASOCIACION ESPAÑOLA;SORIANO;Gine;0
ASOCIACION ESPAÑOLA;SORIANO;AE;0
ASOCIACION ESPAÑOLA;SORIANO;LE;0
ASOCIACION ESPAÑOLA;TACUAREMBÓ;MG;0
ASOCIACION ESPAÑOLA;TACUAREMBÓ;MFYC;0
ASOCIACION ESPAÑOLA;TACUAREMBÓ;Pediatría;0
ASOCIACION ESPAÑOLA;TACUAREMBÓ;Gine;0
ASOCIACION ESPAÑOLA;TACUAREMBÓ;AE;0
ASOCIACION ESPAÑOLA;TACUAREMBÓ;LE;0
ASOCIACION ESPAÑOLA;TREINTA Y TRES;MG;0
ASOCIACION ESPAÑOLA;TREINTA Y TRES;MFYC;0
ASOCIACION ESPAÑOLA;TREINTA Y TRES;Pediatría;0
ASOCIACION ESPAÑOLA;TREINTA Y TRES;Gine;0
ASOCIACION ESPAÑOLA;TREINTA Y TRES;AE;0
ASOCIACION ESPAÑOLA;TREINTA Y TRES;LE;0
CAAMEPA;MONTEVIDEO;MG;0
CAAMEPA;MONTEVIDEO;MFYC;0
CAAMEPA;MONTEVIDEO;Pediatría;0
CAAMEPA;MONTEVIDEO;Gine;0
CAAMEPA;MONTEVIDEO;AE;0
CAAMEPA;MONTEVIDEO;LE;0
CAAMEPA;ARTIGAS;MG;0
CAAMEPA;ARTIGAS;MFYC;0
CAAMEPA;ARTIGAS;Pediatría;0
CAAMEPA;ARTIGAS;Gine;0
CAAMEPA;ARTIGAS;AE;0
CAAMEPA;ARTIGAS;LE;0
CAAMEPA;CANELONES;MG;2.24
CAAMEPA;CANELONES;MFYC;0
CAAMEPA;CANELONES;Pediatría;2.12
CAAMEPA;CANELONES;Gine;0.54
CAAMEPA;CANELONES;AE;2.93
CAAMEPA;CANELONES;LE;0.28
CAAMEPA;CERRO LARGO;MG;0
CAAMEPA;CERRO LARGO;MFYC;0
CAAMEPA;CERRO LARGO;Pediatría;0
CAAMEPA;CERRO LARGO;Gine;0
CAAMEPA;CERRO LARGO;AE;0
CAAMEPA;CERRO LARGO;LE;0
CAAMEPA;COLONIA;MG;0
CAAMEPA;COLONIA;MFYC;0
CAAMEPA;COLONIA;Pediatría;0
CAAMEPA;COLONIA;Gine;0
CAAMEPA;COLONIA;AE;0
CAAMEPA;COLONIA;LE;0
CAAMEPA;DURAZNO;MG;0
CAAMEPA;DURAZNO;MFYC;0
CAAMEPA;DURAZNO;Pediatría;0
CAAMEPA;DURAZNO;Gine;0
CAAMEPA;DURAZNO;AE;0
CAAMEPA;DURAZNO;LE;0
CAAMEPA;FLORES;MG;0
CAAMEPA;FLORES;MFYC;0
CAAMEPA;FLORES;Pediatría;0
CAAMEPA;FLORES;Gine;0
CAAMEPA;FLORES;AE;0
CAAMEPA;FLORES;LE;0
CAAMEPA;FLORIDA;MG;0
CAAMEPA;FLORIDA;MFYC;0
CAAMEPA;FLORIDA;Pediatría;0
CAAMEPA;FLORIDA;Gine;0
CAAMEPA;FLORIDA;AE;0
CAAMEPA;FLORIDA;LE;0
CAAMEPA;LAVALLEJA;MG;0
CAAMEPA;LAVALLEJA;MFYC;0
CAAMEPA;LAVALLEJA;Pediatría;0
CAAMEPA;LAVALLEJA;Gine;0
CAAMEPA;LAVALLEJA;AE;0
CAAMEPA;LAVALLEJA;LE;0
CAAMEPA;MALDONADO;MG;0
CAAMEPA;MALDONADO;MFYC;0
CAAMEPA;MALDONADO;Pediatría;0
CAAMEPA;MALDONADO;Gine;0
CAAMEPA;MALDONADO;AE;0
CAAMEPA;MALDONADO;LE;0
CAAMEPA;PAYSANDÚ;MG;0
CAAMEPA;PAYSANDÚ;MFYC;0
CAAMEPA;PAYSANDÚ;Pediatría;0
CAAMEPA;PAYSANDÚ;Gine;0
CAAMEPA;PAYSANDÚ;AE;0
CAAMEPA;PAYSANDÚ;LE;0
CAAMEPA;RÍO NEGRO;MG;0
CAAMEPA;RÍO NEGRO;MFYC;0
CAAMEPA;RÍO NEGRO;Pediatría;0
CAAMEPA;RÍO NEGRO;Gine;0
CAAMEPA;RÍO NEGRO;AE;0
CAAMEPA;RÍO NEGRO;LE;0
CAAMEPA;RIVERA;MG;0
CAAMEPA;RIVERA;MFYC;0
CAAMEPA;RIVERA;Pediatría;0
CAAMEPA;RIVERA;Gine;0
CAAMEPA;RIVERA;AE;0
CAAMEPA;RIVERA;LE;0
CAAMEPA;ROCHA;MG;0
CAAMEPA;ROCHA;MFYC;0
CAAMEPA;ROCHA;Pediatría;0
CAAMEPA;ROCHA;Gine;0
CAAMEPA;ROCHA;AE;0
CAAMEPA;ROCHA;LE;0
CAAMEPA;SALTO;MG;0
CAAMEPA;SALTO;MFYC;0
CAAMEPA;SALTO;Pediatría;0
CAAMEPA;SALTO;Gine;0
CAAMEPA;SALTO;AE;0
CAAMEPA;SALTO;LE;0
CAAMEPA;SAN JOSÉ;MG;0
CAAMEPA;SAN JOSÉ;MFYC;0
CAAMEPA;SAN JOSÉ;Pediatría;0
CAAMEPA;SAN JOSÉ;Gine;0
CAAMEPA;SAN JOSÉ;AE;0
CAAMEPA;SAN JOSÉ;LE;0
CAAMEPA;SORIANO;MG;0
CAAMEPA;SORIANO;MFYC;0
CAAMEPA;SORIANO;Pediatría;0
CAAMEPA;SORIANO;Gine;0
CAAMEPA;SORIANO;AE;0
CAAMEPA;SORIANO;LE;0
CAAMEPA;TACUAREMBÓ;MG;0
CAAMEPA;TACUAREMBÓ;MFYC;0
CAAMEPA;TACUAREMBÓ;Pediatría;0
CAAMEPA;TACUAREMBÓ;Gine;0
CAAMEPA;TACUAREMBÓ;AE;0
CAAMEPA;TACUAREMBÓ;LE;0
CAAMEPA;TREINTA Y TRES;MG;0
CAAMEPA;TREINTA Y TRES;MFYC;0
CAAMEPA;TREINTA Y TRES;Pediatría;0
CAAMEPA;TREINTA Y TRES;Gine;0
CAAMEPA;TREINTA Y TRES;AE;0
CAAMEPA;TREINTA Y TRES;LE;0
CAMCEL;MONTEVIDEO;MG;0
CAMCEL;MONTEVIDEO;MFYC;0
CAMCEL;MONTEVIDEO;Pediatría;0
CAMCEL;MONTEVIDEO;Gine;0
CAMCEL;MONTEVIDEO;AE;0
CAMCEL;MONTEVIDEO;LE;0
CAMCEL;ARTIGAS;MG;0
CAMCEL;ARTIGAS;MFYC;0
CAMCEL;ARTIGAS;Pediatría;0
CAMCEL;ARTIGAS;Gine;0
CAMCEL;ARTIGAS;AE;0
CAMCEL;ARTIGAS;LE;0
CAMCEL;CANELONES;MG;0
CAMCEL;CANELONES;MFYC;0
CAMCEL;CANELONES;Pediatría;0
CAMCEL;CANELONES;Gine;0
CAMCEL;CANELONES;AE;0
CAMCEL;CANELONES;LE;0
CAMCEL;CERRO LARGO;MG;0.02
CAMCEL;CERRO LARGO;MFYC;0
CAMCEL;CERRO LARGO;Pediatría;0.00
CAMCEL;CERRO LARGO;Gine;0.07
CAMCEL;CERRO LARGO;AE;5.19
CAMCEL;CERRO LARGO;LE;0
CAMCEL;COLONIA;MG;0
CAMCEL;COLONIA;MFYC;0
CAMCEL;COLONIA;Pediatría;0
CAMCEL;COLONIA;Gine;0
CAMCEL;COLONIA;AE;0
CAMCEL;COLONIA;LE;0
CAMCEL;DURAZNO;MG;0
CAMCEL;DURAZNO;MFYC;0
CAMCEL;DURAZNO;Pediatría;0
CAMCEL;DURAZNO;Gine;0
CAMCEL;DURAZNO;AE;0
CAMCEL;DURAZNO;LE;0
CAMCEL;FLORES;MG;0
CAMCEL;FLORES;MFYC;0
CAMCEL;FLORES;Pediatría;0
CAMCEL;FLORES;Gine;0
CAMCEL;FLORES;AE;0
CAMCEL;FLORES;LE;0
CAMCEL;FLORIDA;MG;0
CAMCEL;FLORIDA;MFYC;0
CAMCEL;FLORIDA;Pediatría;0
CAMCEL;FLORIDA;Gine;0
CAMCEL;FLORIDA;AE;0
CAMCEL;FLORIDA;LE;0
