id_institucion;Direccion ;Departamento ;localidad;nivel;Servicio de Urgencia;Alergista    Si/No;Anestesiología Si/No;Cardiología Si/No;Cirugía  Si/No;Cirugía Reparadora Si/No;Cirugía Vascular Si/No;Deportología Si/No;Dermatología Si/No;Endocrinolgía Si/No;Fisiatría Si/No;Gastroenterología Si/No;Geriatría Si/No;Ginecología Si/No;Hematología Si/No;Infectología Si/No;Medicina General Si/No;Medicina Interna Si/No;Medicina Intensiva Si/No;Nefrología Si/No;Neonatología Si/No;Neumología Si/No;Neurocirugía Si/No;Neurología Si/No;Neuropediatría Si/No;Odontología Si/No;Oncología Si/No;Otorrinolaringología Si/No;Pediatría Si/No;Psiquiatría Si/No;Psiquiatría Infantil Si/No;Reumatología Si/No;Traumatología Si/No;Urología Si/No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - BULEVAR ARTIGAS 1550;Montevideo;Montevideo;Ambulatorio;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;si;si;no;no;no;si;no;no;no;no;no;no;no;si;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - CLINICA LAS TORRES - LUIS ALBERTO DE HERRERA 1223;Montevideo;Montevideo;Ambulatorio;no;no;no;si;si;si;no;no;si;si;no;si;no;si;no;no;si;si;no;si;no;si;no;no;no;si ;no;si;si;no;no;no;no;si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - JOSE ENRIQUE RODO 1986;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - MARIO CASSINONI 1414;Montevideo;Montevideo;Ambulatorio;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - MARIO CASSINONI 1420;Montevideo;Montevideo;Ambulatorio;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;si;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - MARIO CASSINONI 1430;Montevideo;Montevideo;Ambulatorio;no;no;no;si;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - MARIO CASSINONI 1441;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - MARIO CASSINONI 1443;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - MARIO CASSINONI 1444;Montevideo;Montevideo;Ambulatorio;no;si;si;no;no;no;no;no;no;si;no;no;si;no;si;si;si;si;no;si;no;no;no;si;no;no;no;no;no;no;no;si;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - PALMAR 2274;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - PALMAR 2276;Montevideo;Montevideo;Ambulatorio;no;no;si;no;si;si;si;no;si;no;no;si;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;si;no;no;no;si; no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - POLICLINICA AGUADA - YI 1771;Montevideo;Montevideo;Ambulatorio;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO ;SI;NO;NO;NO;NO;NO;NO;NO;NO ;SI;NO;NO;NO;SI;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - POLICLINICA CERRO - GRECIA 3865;Montevideo;Montevideo;Ambulatorio;NO;NO;NO;SI;NO;NO;NO;NO;SI;SI;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;SI;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - POLICLINICA MAROÑAS - GENERAL FLORES 4944;Montevideo;Montevideo;Ambulatorio;no;no;no;si;no;no;no;no;NO;no;no;no;no;si;no;no;si;no;no;no;no;no;no;no;no;si;no;no;si;no;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - POLICLINICA PASO DE LA ARENA - LUIS BATLLE BERRES 6665;Montevideo;Montevideo;Ambulatorio;no;no;no;no;si;no;no;no;no;no;no;no;no;si;no;no;si;no;no;no;no;no;no;no;no;si;no;no;si;no;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - POLICLINICA PEDRO VISCA - PEDRO VISCA 4223;Montevideo;Montevideo;Ambulatorio;No;No;No;Si;No;No;No;No;Si;No;No;Si;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - POLICLINICA UNION - ENRIQUE CLAY 2646;Montevideo;Montevideo;Ambulatorio;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;si;NO;NO;SI;SI;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - SANATORIO CENTRAL - BULEVAR ARTIGAS 1515;Montevideo;Montevideo;Sede Central;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;POLICLINCIA PUNTA DEL ESTE - BRINGTON 1111;Maldonado;Punta del Este;Sede Secundaria;si;no;no;si;si;no;no;no;si;no;no;no;no;si;no;no;si;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;POLICLINICA ATLANTIDA - AVENIDA ARTIGAS - S/N;Canelones;Atlántida;Sede Secundaria;si;no;no;Si;si;no;no;no;si;si;si;no;si;si;no;no;si;no;no;no;no;no;no;no;no;si;no;si;si;si;no;si;no;si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;POLICLINICA PIRIAPOLIS - MANUEL FREIRE 956;Maldonado;Piriápolis;Sede Secundaria;si;no;no;si;si;no;no;no;no;no;no;no;no;si;no;no;si;no;no;no;no;no;no;no;no;no;no;no;;si;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;SEDE SECUNDARIA CANELONES - JOSE BATLLE Y ORDOÑEZ 669;Canelones;Canelones;Sede Secundaria;si;no;no;si;si;no;no;no;si;si;si;si;si;;;no;si;;no;no;no;si;no;no;no;si;no;si;si;si;no;si;si;si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;SEDE SECUNDARIA LAS PIEDRAS - LAVALLEJA 655;Canelones;Las Piedras;Sede Secundaria;Si;No;No;Si;Si;No;No;No;Si;Si;No;Si;No;Si;No;No;Si;No;-;-;-;Si;-;Si;No;Si;No;Si;Si;Si;No;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;SEDE SECUNDARIA PANDO - ITURRIA 1111;Canelones;Pando;Sede Secundaria;Si;NO;NO;SI;Si;SI;NO;NO;Si;Si;si;Si;NO;SI;si;NO;Si;NO;NO;si;NO;NO;NO;si;NO;SI;si;Si;si;SI;NO;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;SEDE SECUNDARIA SALINAS - AVENIDA GIANNATASSIO KM. 37.500;Canelones;Salinas;Sede Secundaria;si;no;no;si;Si;no;no;no;si;si ;si ;si;no;si ;no;no;si;NO;no;no;no;si;no;si ;no;SI;si;si ;si;si ;no;si ;si ;si ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;SOLYMAR - SEDE SECUNDARIA SOLYMAR - AVENIDA GIANNATASSIO KM 22.500;Canelones;Solymar;Sede Secundaria;si;si;no;si;si;no;no;no;si;si;si;si;no;si;no;no;si;no;no;si;no;si;no;si;no;SI;si;si;si;si;si;si;si;si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - POLICLINICA Nuevo centro Shopping - LUIS ALBERTO DE HERRERA 3365;Montevideo;Montevideo;Ambulatorio;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;SI;SI;SI;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PASO CARRASCO - AVENIDA WILSON FERREIRA ALDUNATE 30120;Canelones;Paso Carrasco;Sede Secundaria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - PALMAR 2324;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - RIVERA 2329;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - AVENIDA GENERAL PAZ 1429;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - CONSULADO 3227;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - AVENIDA DE LAS INSTRUCCIONES 981;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;MONTEVIDEO - LIBERTAD 2635;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;SEDE SECUNDARIA COLECTIVA TOLEDO- Av.La Estación 60 mts;Canelones;Toledo;Sede Secundaria;SI;NO;NO;SI;SI;NO;NO;NO;SI;SI;NO;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;SI;SI;SI;NO;SI;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;SEDE SECUNDARIA SALINAS - RUTA INTERBALNEARIA KM 38400;Canelones;Salinas;Sede Secundaria;Si;NO;NO;SI;SI;NO;NO;NO;SI;SI;NO;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;SI;SI;SI;NO;SI;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;SEDE SECUNDARIA San José DE CARRASCO - AVENIDA ALVEAR MANZANA 16 SOLAR 6;Canelones;San José de Carrasco ;Sede Secundaria;SEMM;;;SI;SI;;;;SI;SI;;;;SI;;;SI;;;;;;;;;;;SI;SI;SI;;SI;SI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;SEDE SECUNDARIA COLONIA - DANIEL FOSALBA 366 - Sanatorio;Colonia;Colonia;Sede Secundaria;Si;No;SI;SI;SI;Si;No;No;SI;SI;SI;SI;SI;SI;Si;No;SI;SI;No;No;No;SI;No;SI;Si;Si;SI;SI;SI;SI;SI;SI;SI;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;SEDE SECUNDARIA NUEVA PALMIRA - JOSE LAGUNA 879;Colonia;Nueva Palmira;Sede Secundaria;SI;No;No;No;SI;No;No;No;No;No;No;No;No;SI;No;No;SI;SI;No;No;No;No;No;No;No;SI;No;No;SI;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Sede Secundaria Tarariras - Lavalleja 1999;Colonia;Tarariras;Sede Secundaria;Si;No;No;SI;SI;No;No;No;SI;SI;No;No;No;SI;No;No;SI;No;No;No;No;No;No;No;No;SI;No;SI;SI;SI;No;SI;SI;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;SEDE SECUNDARIA NUEVA HELVECIA - ARTIGAS 1055;Colonia;Nueva Helvecia;Sede Secundaria;Si;No;No;SI;SI;No;No;No;SI;SI;No;No;No;SI;No;No;SI;No;No;No;No;No;No;No;No;SI;No;SI;SI;SI;No;SI;SI;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;SEDE SECUNDARIA CARMELO - URUGUAY 202;Colonia;Carmelo;Sede Secundaria;Si;No;No;No;SI;No;No;No;SI;SI;No;No;SI;SI;No;No;SI;SI;No;No;No;No;No;No;No;SI;No;No;SI;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Sede Secundaria Ombues de Lavalle - Pablo Davyd s/n;Colonia;Ombués de Lavalle;Sede Secundaria;Si;No;No;si;si;No;No;No;SI;Si;No;No;No;SI;No;No;SI;No;No;No;No;No;No;No;No;SI;No;No;SI;SI;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;SEDE SECUNDARIA COLONIA MIGUELETE - JOSE ARTIGAS S/N;Colonia;Colonia Miguelete;Sede Secundaria;Si;No;No;si;Si;No;No;No;No;No;No;No;No;SI;No;No;SI;No;No;No;No;No;No;No;No;SI;No;No;SI;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;SEDE SECUNDARIA COLONIA VALDENSE - 17 DE FEBRERO 1080;Colonia;Colonia Valdense;Sede Secundaria;Si;No;No;No;No;No;No;No;No;No;No;No;No;si;No;No;SI;No;No;No;No;No;No;No;No;SI;No;No;si;Si;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;POLICLINICO COLONIA - BALTASAR BRUM 703;Colonia;Colonia;Ambulatorio;No;No;SI;SI;SI;Si;No;No;SI;SI;SI;SI;SI;SI;Si;No;SI;SI;No;No;No;SI;No;SI;Si;Si;SI;SI;SI;SI;SI;SI;SI;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;MONTEVIDEO - POLICLINICA ROXLO - CARLOS ROXLO 1332;Montevideo;Montevideo;Ambulatorio;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;Si;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Montevideo - Br. Batlle y Ordóñez 2796 - UDI;Montevideo;Montevideo;;No;;;;;;;;;;;;;;;;;;;;;;;;SI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Montevideo - Mateo Vidal 3392 - Nefrología;Montevideo;Montevideo;;En Hospital Central frente al Servicio;;;;;;;;;;;;;;;;;;;SI;;;;;;;;;;SI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Montevideo - General Flores 4594;Montevideo;Montevideo;Ambulatorio;SEMM;No;No;Si;No;No;No;No;Si;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Montevideo - Carlos Maria Ramirez 420;Montevideo;Montevideo;Ambulatorio;No;No;No;Si;No;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Montevideo - Mateo Vidal 3380 - Odontología;Montevideo;Montevideo;;Si;;;;;;;;;;;;;;;;;;;;;;;;;SI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;MONTEVIDEO - SEDE PRINCIPAL - BULEVAR JOSE BATLLE Y ORDOÑEZ 2759;Montevideo;Montevideo;Sede Central;Si;Si;Si;Si;Si;Si (ver cirug);SI;No;Si;Si;Si;Si;Si;Si;Si; (Med gral con preparción);Si;Si;No;Si;SI;Si;Si;Si;Si;Si;Si;Si;Si;SI;SI;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Sede Secundaria Young - Montevideo 3335;Río Negro;Young;Sede Secundaria;Si;No;No;Si;Si;No;No;No;Si;Si;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;SI;No;Si;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Sede Secundaria Ciudad del Plata - Ruta 1 vieja Km 31500;San José;Ciudad del Plata;Sede Secundaria;Si;No;No;SI;SI;No;No;No;SI;Si;No;No;No;SI;No;No;SI;No;No;No;No;No;No;No;No;SI;No;No;SI;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Sede Secundaria Ecilda Paullier - Avenida Artigas s/n;San José;Ecilda Paullier;Sede Secundaria;Si;No;No;SI;SI;No;No;No;Si;Si;No;No;SI;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Sede Secundaria R. Perazza Ruta 1 Km. 72;San José;Rafael Perazza;Sede Secundaria;Si;No;No;No;No;No;No;No;Si;No;No;No;No;SI;No;No;SI;No;No;No;No;No;No;No;No;SI;No;No;SI;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Dolores - Carlos Puig  1830;Soriano;Dolores;Sede Secundaria;Si;No;No;Si;SI;No;No;No;SI;No;No;No;No;SI;No;No;SI;No;No;No;No;No;No;No;No;SI;No;No;SI;SI;No;No;SI;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;LA PAZ - AVENIDA ARTIGAS 265;Canelones;La Paz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;LAGOMAR - AVENIDA GIANNATTASIO 291;Canelones;Lagomar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;EL DORADO - SEDE SECUNDARIA EL DORADO - EX RUTA 5 KM 24500;Canelones;El Dorado;Sede Secundaria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;MONTEVIDEO - MATEO VIDAL 3292;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;MONTEVIDEO - SANTIAGO NIEVAS 2354;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;POLICLINICO CENTRAL  Colonia 1474;Montevideo;Montevideo;Sede Central;SI;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;SANATORIO Millan 4480-82;Montevideo;Montevideo;Ambulatorio;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;No;Si;Si;Si;Si;Si;No;Si;Si;si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;POLICLÌNICA LUGO Avda Italia y Bolivia;Montevideo;Montevideo;Ambulatorio;Si;Si;No;Si;Si;No;No;No;Si;Si;Si;Si;Si;Si;No;no;Si;No;No;Si;No;No;No;Si;No;Si;No;Si;Si;Si;Si;Si;Si;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;POLICLINICA SGO. COMPOSTELA Millan 3400;Montevideo;Montevideo;Ambulatorio;No;No;No;No ;No;No;No;No;No;Si;No;No;No;Si;No;no;Si;No;No;No;No;No;No;No;Si;Si;Si;no;Si;Si;Si;No;No;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;POLICLINICA J.M .BARREIRO Grecia 4277;Montevideo;Montevideo;Ambulatorio;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;Si;No;no;Si;No;No;Si;No;No;No;No;No;Si;No;no;Si;Si;No;Si;Si;si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;POLICLINICA LA CORUÑA(UNION) Avda. 8 de Octubre 4482;Montevideo;Montevideo;Ambulatorio;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;Si;No;no;Si;No;No;No;No;No;No;No;No;Si;No;no;Si;Si;No;Si;No;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;POLICLINICA PONTEVEDRA (LAGOMAR). Avda Giannatasio esq Becu Km 21.500;Canelones;Lagomar;Sede Secundaria;SI;No;No;Si;Si;No;No;No;Si;Si;No;No;No;Si;No;no;Si;No;No;No;No;No;No;No;No;Si;No;Si;Si;Si;No;No;No;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;POLICLINICA ORENSE (LAS PIEDRAS) Dr Pouey esq Gral Flores ;Canelones;Las Piedras;Sede Secundaria;SI;No;No;Si;No;No;No;No;Si;Si;Si;No;No;Si;No;no;Si;No;No;Si;No;No;No;No;No;Si;No;no;Si;Si;No;Si;Si;si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;SEDE SECUNDARIA SALINAS - RUTA INTERBALNEARIA KM 38200;Canelones;Salinas;Sede Secundaria;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;no;Si;No;No;No;No;No;No;No;No;No;No;no;Si;no;No;No;No;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;TOLEDO - BARROS BLANCOS S/N;Canelones;Toledo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;TOLEDO - SEDE SECUNDARIA COLECTIVA - SABINO ALVAREZ AVENIDA DE LAS ESTACION S/N;Canelones;Toledo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;MONTEVIDEO - AVENIDA BOLIVIA 2149;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;MONTEVIDEO - POLICLINICA PARQUE POSADAS - PASCUAL COSTA 2879 LOCAL 105;Montevideo;Montevideo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
769;MONTEVIDEO - AGUSTIN ABREU 2474;Montevideo;Montevideo;Ambulatorio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
