id_institucion;Direccion ;Departamento ;localidad;nivel
769;Sede Secundaria Sauce - San Miguel 1576;Canelones;Sauce;Ambulatorio
769;Sede Secundaria Las Piedras Pilar Cabrera 545;Canelones;Las Piedras;Ambulatorio
769;Sede Secundaria Montes - Circunvalacion de la Plaza s/n;Canelones;Montes;Ambulatorio
769;Sede Secundaria Solymar - Avenida Giannattasio Km 23800;Canelones;Solymar;Ambulatorio
769;Sede Secundaria San Jacinto - Avenida Artigas s/n;Canelones;San Jacinto;Ambulatorio
769;Sede Secundaria Migues - Feliciano Viera s/n;Canelones;Migues;Ambulatorio
769;Sede Secundaria Canelones - Tomas Berreta 177;Canelones;Canelones;Ambulatorio
769;Sede Secundaria Maldonado - Joaquin de Viana s/n;Maldonado;Maldonado;Ambulatorio
769;Sede Secundaria Ciudad del Plata - Ruta 1 Km 27500;San José;Ciudad del Plata;Ambulatorio
769;Sede Secundaria La Floresta - Larrañaga s/n;Canelones;La Floresta;Ambulatorio
769;Servicio Ambulatorio Suarez - General Artigas s/n;Canelones;Joaquín Suárez;Ambulatorio
769;Centro Cívico Ciudad de la Costa - Costa Urbana Shopping - Avenida Giannatassio Km 19500;Canelones;Lagomar;Ambulatorio
769;Montevideo - UPECA - Arenal Grande 1539;Montevideo;Montevideo;Ambulatorio
769;Montevideo - Sanatorio 1 - Colonia 1942;Montevideo;Montevideo;Ambulatorio
769;MONTEVIDEO - POLICINICO LA BLANQUEADA - Avenida Luis Alberto de Herrera 2421;Montevideo;Montevideo;Ambulatorio
769;MONTEVIDEO - CENTRO MEDICO POCITOS - BULEVAR ARTIGAS 1305;Montevideo;Montevideo;Ambulatorio
769;MONTEVIDEO - CENTRO MEDICO PIEDRAS BLANCAS - AVENIDA JOSE BELLONI 4611;Montevideo;Montevideo;Ambulatorio
769;MONTEVIDEO - SANATORIO 3 - AVENIDA GARIBALDI 2644;Montevideo;Montevideo;Ambulatorio
769;Sede Secundaria Piriapolis - Salta 1930;Maldonado;Piriápolis;Ambulatorio
769;MONTEVIDEO - CENTRO MEDICO COLON - AVENIDA LEZICA 5692;Montevideo;Montevideo;Ambulatorio
769;MONTEVIDEO - CENTRO MÉDICO SUR Y PALERMO - SANTIAGO DE CHILE 1241;Montevideo;Montevideo;Ambulatorio
769;CUCHILLA ALTA - CALLE 16 S/N;Canelones;Cuchilla Alta;Ambulatorio
769;MONTEVIDEO - CONSULTORIO MEDICO JR CIRILLO - BULEVAR ARTIGAS 3163;Montevideo;Montevideo;Ambulatorio
769;MONTEVIDEO - LA BLANQUEADA;Montevideo;Montevideo;Ambulatorio
1062;MONTEVIDEO - PASO DE LA ARENA - BATLLE BERRES 6580;Montevideo;Montevideo;Ambulatorio
1062;SEDE SECUNDARIA TALA - GENERAL ARTIGAS S/N;Canelones;Tala;Ambulatorio
1062;MONTEVIDEO - MAGALLANES 1217;Montevideo;Montevideo;Ambulatorio
1062;SEDE SECUNDARIA JUAN LACAZE - JOSE SALVO 212;Colonia;Juan Lacaze;Ambulatorio
1062;SEDE SECUNDARIA COLONIA NOCOLICH;Canelones;Colonia Nicolich;Ambulatorio
1062;SEDE SECUNDARIA CANELONES - BATLLE Y ORDOÑEZ 516;Canelones;Canelones;Ambulatorio
1062;SEDE SECUNDARIA AGUAS CORRIENTES - 18 DE JULIO S/N -;Canelones;Aguas Corrientes;Ambulatorio
1062;SEDE SECUNDARIA ATLANTIDA - CALLE 4 4528;Canelones;Atlántida;Ambulatorio
1062;SEDE SECUNDARIA CIUDAD DEL PLATA - RUTA 1 KM. 31900;San José;Rincón de la Bolsa;Ambulatorio
1062;SEDE SECUNDARIA LA PAZ - AVENIDA ARTIGAS 265;Canelones;La Paz;Ambulatorio
1062;SEDE SECUNDARIA LAGOMAR - RUTA INTERBALNEARIA KM. 22.500;Canelones;Lagomar;Ambulatorio
1062;SEDE SECUNDARIA LAS PIEDRAS - BATLLE Y ORDOÑEZ 583;Canelones;Las Piedras;Ambulatorio
1062;SEDE SECUNDARIA LIBERTAD - ARTIGAS 872;San José;Libertad;Ambulatorio
1062;MONTEVIDEO - SEDE PRINCIPAL - MINAS 1250;Montevideo;Montevideo;Ambulatorio
1062;MONTEVIDEO - 8  DE OCTUBRE 2710;Montevideo;Montevideo;Ambulatorio
1062;MONTEVIDEO - COLON - LEZICA 5704;Montevideo;Montevideo;Ambulatorio
1062;MONTEVIDEO - BELVEDERE - CARLOS MARIA RAMIREZ 120;Montevideo;Montevideo;Ambulatorio
1062;SEDE SECUNDARIA PASO CARRASCO - CAMINO CARRASCO 398;Canelones;Paso de Carrasco;Ambulatorio
1062;SEDE SECUNDARIA PUNTA DEL ESTE - BULEVAR ARTIGAS S/N;Maldonado;Punta del Este;Ambulatorio
1062;ROSARIO - RINCON 291;Colonia;Rosario;Ambulatorio
1062;SEDE SECUNDARIA SAN BAUTISTA;Canelones;San Bautista;Ambulatorio
1062;SEDE SECUNDARIA SAN JOSE - ARTIGAS 338;San José;San José de Mayo;Ambulatorio
1062;SEDE SECUNDARIA SAN RAMON - 18 DE JULIO 2635;Canelones;San Ramón;Ambulatorio
1062;SEDE SECUNDARIA SANTA LUCIA - REPUBLICA ARGENTINA;Canelones;Santa Lucía;Ambulatorio
1062;SEDE SECUNDARIA SANTA ROSA - BALTASAR BRUM S/N;Canelones;Santa Rosa;Ambulatorio
1062;SEDE SECUNDARIA SARANDI GRANDE - FONTES DE ARRILLAGA 867;Florida;Sarandí Grande;Ambulatorio
1062;SEDE SECUNDARIA TARARIRAS - ROOSEVELT 2224;Colonia;Tarariras;Ambulatorio
1062;MONTEVIDEO - CANELONES 1680;Montevideo;Montevideo;Ambulatorio
1062;CARDONA - SEDE SECUNDARIA - LIBERTAD 136;Soriano;Cardona;Ambulatorio
1062;JOSE ENRIQUE RODO - CALLE 10 s/n;Soriano;José Enrique Rodó;Ambulatorio
1062;MERCEDES - GENERAL ARTIGAS 385;Soriano;Mercedes;Ambulatorio
1062;NUEVA HELVECIA - 18 DE JULIO 1326;Colonia;Nueva Helvecia;Ambulatorio
1062;OMBUES DE LAVALLE - EL EXODO S/N;Colonia;Ombúes de Lavalle;Ambulatorio
1062;SEDE SECUNDARIA COLONIA MIGUELETE - JOSE ARTIGAS S/N;Colonia;Miguelete;Ambulatorio
1062;SEDE SECUNDARIA COLECTIVA TOLEDO;Canelones;Toledo;Ambulatorio
1062;SEDE SECUNDARIA SALINAS - RUTA INTERBALNEARIA KM. 38200;Canelones;Salinas;Ambulatorio
1062;SEDE SECUNDARIA COLECTIVA BARROS BLANCOS - RUTA 8 KM 25100;Canelones;Barros Blancos;Ambulatorio
1062;SANTA CATALINA - BULEVAR ANGEL CERIANI S/N;Soriano;Santa Catalina;Ambulatorio
1163;LA PAZ - POLICLINICA LA PAZ - JOSE BATLLE Y ORDOÑEZ 211;Canelones;La Paz;Ambulatorio
1163;MONTEVIDEO - POLICLINICA CERRO - VIACABA 1680;Montevideo;Montevideo;Ambulatorio
1163;POLICLINICA LAS PIEDRAS - GENERAL FLORES 669;Canelones;Las Piedras;Ambulatorio
1163;MONTEVIDEO - POLICLINICA PASO DE LA ARENA - LUIS BATLLE BERRES 6651;Montevideo;Montevideo;Ambulatorio
1163;MONTEVIDEO - POLICLINICA AGRECIADA - AVENIDA AGRECIADA 3248;Montevideo;Montevideo;Ambulatorio
1163;RURAL - POLICLINICA MELILLA - CAMINO DE LA REDENCION 9990;Montevideo;Rural;Ambulatorio
1163;MONTEVIDEO - POLICLINICA LEZICA - AVENIDA LEZICA 5679;Montevideo;Montevideo;Ambulatorio
1163;MONTEVIDEO - POLICLINICA CENTRO - BULEVAR ARTIGAS 2173;Montevideo;Montevideo;Ambulatorio
1163;LAS PIEDRAS - LEANDRO GOMEZ 653;Canelones;Las Piedras;Ambulatorio
1210;MONTEVIDEO - AVENIDA ITALIA 4206;Montevideo;Montevideo;Ambulatorio
1210;LAGOMAR - AVENIDA GIANNATTASIO KM 21500;Canelones;Lagomar;Ambulatorio
1210;MONTEVIDEO - AVENIDA ITALIA 2603;Montevideo;Montevideo;Ambulatorio
1210;MONTEVIDEO - 21 DE SETIEMBRE 2387;Montevideo;Montevideo;Ambulatorio
1210;MONTEVIDEO - CATALUÑA 3137;Montevideo;Montevideo;Ambulatorio
1210;MONTEVIDEO - POLICLINICA VILAMAJO - GASTON RAMON 2322;Montevideo;Montevideo;Ambulatorio
2315;SEDE PRINCIPAL - AVENIDA 8 DE OCTUBRE 2870;Montevideo;Montevideo;Ambulatorio
2315;MONTEVIDEO -  SECCO ILLA 2755-59;Montevideo;Montevideo;Ambulatorio
2315;MONTEVIDEO - CORNELIO CANTERA 2837;Montevideo;Montevideo;Ambulatorio
2315;MONTEVIDEO - FRANCISCO SOCA 1588;Montevideo;Montevideo;Ambulatorio
2315;SEDE SECUNDARIA RINCON DE LA BOLSA - JOSE PEDRO VARELA S/N;San José;Rincón de la Bolsa;Ambulatorio
2315;SEDE SECUNDARIA EMPAÑME OLMOS - ARTURO MARQUEZ LARRAZ S/N Y GREGORIO GIACOSA;Canelones;Empalme Olmos;Ambulatorio
2315;SEDE SECUNDARIA PANDO - SOLIS 932;Montevideo;Montevideo;Ambulatorio
2315;SEDE SECUNDARIA PASO CARRASCO - CAMINO CARRASCO 137;Canelones;Parque Carrasco;Ambulatorio
2315;MONTEVIDEO - PIEDRAS BLANCAS - AVENIDA JOSE BELLONI 4390;Montevideo;Montevideo;Ambulatorio
2315;SEDE SECUNDARIA PLAYA PASCUAL - RIO DE LA PLATA S/N;San José;Playa Pascual;Ambulatorio
3567;MONTEVIDEO - BELLONI 4918;Montevideo;Montevideo;Ambulatorio
3567;MONTEVIDEO - AVENIDA 8 DE OCTUBRE 2598;Montevideo;Montevideo;Ambulatorio
3567;SEDE PRINCIPAL - AVENIDA 8 DE OCTUBRE 2492;Montevideo;Montevideo;Ambulatorio
3567;SEDE SECUNDARIA MIGUES;Canelones;Migues;Ambulatorio
3567;SEDE SECUNDARIA PIRIAPOLIS - AVENIDA FRANCISCO PIRIA 987;Maldonado;Piriápolis;Ambulatorio
3567;SEDE SECUNDARIA SHANGRILA - AVENIDA GIANNATTASIO KM 18200;Canelones;Shangrilá;Ambulatorio
3567;SEDE PRINCIPAL - AVENIDA 8 DE OCTUBRE 2492;Montevideo;Montevideo;Ambulatorio
3567;SEDE SECUNDARIA LAS PIEDRAS - GENERAL FLORES 591;Canelones;Las Piedras;Ambulatorio
3567;MONTEVIDEO - CARLOS MARIA RAMIREZ 1032;Montevideo;Montevideo;Ambulatorio
3567;SEDE SECUNDARIA MONTES - CALLE 11;Canelones;Montes;Ambulatorio
3567;MONTEVIDEO - CERRITO - GENERAL FLORES 4173;Montevideo;Montevideo;Ambulatorio
3567;SEDE SECUNDARIA COLONIA NICOLICH;Canelones;Colonia Nicolich;Ambulatorio
3567;SEDE SECUNDARIA CANELON CHICO - RUTA 3 KM 28500;Canelones;Canelon Chico;Ambulatorio
3567;SEDE SECUNDARIA LA FLORESTA - MACKINNON S/N (CERRADO);Canelones;La Floresta;Ambulatorio
3567;SEDE SECUNDARIA LA PALOMA - AVENIDA PALOMA S/N;Rocha;La Paloma;Ambulatorio
3567;MONTEVIDEO - MALVIN ALTO - CAMINO CARRASCO 4680;Montevideo;Montevideo;Ambulatorio
3567;JOAQUIN SUAREZ - JOSE PEDRO VARELA S/N;Canelones;Joaquín Suárez;Ambulatorio
3567;SEDE SECUNDARIA FRAY MARCOS - 18 DE JULIO S/N;Florida;Fray Marcos;Ambulatorio
3567;PASO DE LOS TOROS - SARANDI 389;Tacuarembó;Paso de los Toros;Ambulatorio
3567;CENTRO CARMELO - PIEDRAS 496;Colonia;Carmelo;Ambulatorio
3567;CENTRO CARMELO - URUGUAY 607;Colonia;Carmelo;Ambulatorio
3567;SEDE SECUNDARIA MALDONADO - ZELMAR MICHELLINI 941;Maldonado;Maldonado;Ambulatorio
3567;FILIAL COLON - AVENIDA GARZON 1907;Montevideo;Colón;Ambulatorio
3567;SEDE SECUNDARIA LA PAZ - AVENIDA GENERAL ARTIGAS 411;Canelones;La Paz;Ambulatorio
3567;SEDE SECUNDARIA EL PINAR - AVENIDA GIANNATTASIO KM 29;Canelones;El Pinar;Ambulatorio
3567;SEDE SECUNDARIA MELO - AVENIDA BRASIL 879;Cerro Largo;Melo;Ambulatorio
3567;SEDE SECUNDARIA PASO CARRASCO - CAMINO CARRASCO 6;Canelones;Paso de Carrasco;Ambulatorio
3567;SEDE SECUNDARIA CANELONES - JOAQUIN SUAREZ 312;Canelones;Canelones;Ambulatorio
3567;SEDE SECUNDARIA PROGRESO - FLORIDA S/N;Canelones;Progreso;Ambulatorio
3567;SEDE SECUNDARIA SOLYMAR - AVENIDA GIANNATTASIO KM 22800;Canelones;Solymar;Ambulatorio
3567;SEDE SECUNDARIA ATLANTIDA - RUTA INTERBALNEARIA KM 45500;Canelones;Atlántida;Ambulatorio
3567;SEDE SECUNDARIA SAUCE - VICENTE PONCE DE LEON 2197;Canelones;Sauce;Ambulatorio
3567;SEDE SECUNDARIA PANDO - AVENIDA ARTIGAS 1246;Canelones;Pando;Ambulatorio
3567;SEDE SECUNDARIA SAN JACIENTO - CANELONES S/N;Canelones;San Jacinto;Ambulatorio
3567;SEDE SECUNDARIA TOLEDO - AVENIDA DE LA ESTACION KM 23500;Canelones;Toledo;Ambulatorio
3567;SEDE SECUNDARIA CERRILLOS - AVENIDA ZORRILLA DE SAN MARTIN S/N;Canelones;Cerrillos;Ambulatorio
3567;SEDE SECUNDARIA SANTA ROSA - AVENIDA BATLLE Y ORDOÑEZ S/N;Canelones;Santa Rosa;Ambulatorio
3567;SEDE SECUNDARIA SALINAS - JULIETA 4401;Canelones;Salinas;Ambulatorio
3567;SEDE SECUNDARIA SOCA - JUAN JOSE JAUME S/N;Canelones;Dr. Francisco Soca;Ambulatorio
3567;SEDE SECUNDARIA TARARIRAS - JOSE PEDRO VARELA 2147;Colonia;Tarariras;Ambulatorio
3567;SEDE SECUNDARIA NUEVA HELVECIA - FRAU VOGEL 1061;Colonia;Nueva Helvecia;Ambulatorio
3567;COLONIA MIGUELETE - JOSE GERVASIO ARTIGAS S/N;Colonia;Miguelete;Ambulatorio
3567;SEDE SECUNDARIA SARANDI DE YI - SARANDI 420;Durazno;Sarandí del Yí;Ambulatorio
3567;SEDE SECUNDARIA CASUPA - LUIS ALBERTO DE HERRERA 1039;Florida;Casupá;Ambulatorio
3567;SEDE SECUNDARIA BATLLE Y ORDOÑEZ - GIANARELLI S/N;Lavalleja;José Batlle y Ordóñez;Ambulatorio
3567;SEDE SECUNDARIA MINAS - JOSE BATLLE Y ORDOÑEZ 845;Lavalleja;Minas;Ambulatorio
3567;SEDE SECUNDARIA FRAY BENTOS - 18 DE JULIO 2029;Río Negro;Fray Bentos;Ambulatorio
3567;SEDE SECUNDARIA RIVERA - FERNANDO SEGARRA 700;Rivera;Rivera;Ambulatorio
3567;SEDE SECUNDARIA ROCHA - OROSMAN DE LOS SANTOS S/N;Rocha;Rocha;Ambulatorio
3567;SEDE SECUNDARIA CASTILLOS - 25 DE AGOSTO 1206;Rocha;Castillos;Ambulatorio
3567;SEDE SECUNDARIA LASCANO - ARIGONI;Rocha;Lascano;Ambulatorio
3567;SEDE SECUNDARIA LIBERTAD - JOSE ENRIQUE RODO 1004;San José;Libertad;Ambulatorio
3567;SEDE SECUNDARIA SAN JOSE - BATLLE Y ORDOÑEZ 653;San José;San José de Mayo;Ambulatorio
3567;SEDE SECUNDARIA PUNTA DEL ESTE - AMAZONAS S/N;Maldonado;Punta del Este;Ambulatorio
3567;SEDE SECUNDARIA CERRO CHATO - LIBORIO ROLAN S/N;Treinta y Tres;Cerro Chato;Ambulatorio
3567;MONTEVIDEO - AVENIDA ITALIA 2465;Montevideo;Montevideo;Ambulatorio
