1 id_mutualista;TICKET DE MEDICAMENTOS - GENERAL. FONASA;TICKET DE MEDICAMENTOS - GENERAL. NO FONASA;TICKET DE MEDICAMENTOS topeados- ANTIHIPERTENSIVOS (Valsartán, Amlodipina, Hidroclorotiazida, Enalapril). FONASA;TICKET DE MEDICAMENTOS topeados- ANTIHIPERTENSIVOS (Valsartán, Amlodipina, Hidroclorotiazida, Enalapril). NO FONASA;CONSULTA NO URGENTE CONSULTORIO: MEDICINA GENERAL. FONASA;CONSULTA NO URGENTE CONSULTORIO: MEDICINA GENERAL. NO FONASA;CONSULTA NO URGENTE CONSULTORIO: PEDIATRIA. FONASA;CONSULTA NO URGENTE CONSULTORIO: PEDIATRIA. NO FONASA;CONSULTA NO URGENTE CONSULTORIO: GINECO-OBSTETRICIA (CONTROL DE EMBARAZO). FONASA;CONSULTA NO URGENTE CONSULTORIO: GINECO-OBSTETRICIA (CONTROL DE EMBARAZO). NO FONASA;CONSULTA NO URGENTE CONSULTORIO: GINECOLOGIA. FONASA;CONSULTA NO URGENTE CONSULTORIO: GINECOLOGIA. NO FONASA;CONSULTA NO URGENTE CONSULTORIO: OTRAS ESPECIALIDADES. FONASA;CONSULTA NO URGENTE CONSULTORIO: OTRAS ESPECIALIDADES. NO FONASA;CONSULTA URGENCIA CENTRALIZADA. FONASA;CONSULTA URGENCIA CENTRALIZADA. NO FONASA;CONSULTA NO URGENCIA DOMICILIO. FONASA;CONSULTA NO URGENCIA DOMICILIO. NO FONASA;CONSULTA URGENCIA DOMICILIO. FONASA;CONSULTA URGENCIA DOMICILIO. NO FONASA;CONSULTA ODONTOLOGICA. FONASA;CONSULTA ODONTOLOGICA. NO FONASA;CONSULTA MEDICO DE REFERENCIA. FONASA;CONSULTA MEDICO DE REFERENCIA. NO FONASA;ENDOSCOPÍA DIGESTIVA. ENDOSCOPIA ESOFAGOGASTRODUODENAL. FONASA;ENDOSCOPÍA DIGESTIVA. ENDOSCOPIA ESOFAGOGASTRODUODENAL. NO FONASA;ECOGRAFÍA SIMPLE. FONASA;ECOGRAFÍA SIMPLE. NO FONASA;ECODOPPLER MIEMBROS (inferiores / superiores) ARTERIAL / VENOSO. FONASA;ECODOPPLER MIEMBROS (inferiores / superiores) ARTERIAL / VENOSO. NO FONASA;RX ABDOMEN / APARATO URINARIO SIMPLE. FONASA;RX ABDOMEN / APARATO URINARIO SIMPLE. NO FONASA;RX TORAX. FONASA;RX TORAX. NO FONASA;RX COLORECTAL. (C/ CONTRASTE) FONASA;RX COLORECTAL. (C/CONTRASTE) NO FONASA;RESONANCIA NUCLEAR MAGNÉTICA, UNA REGIÓN. FONASA;RESONANCIA NUCLEAR MAGNÉTICA, UNA REGIÓN. NO FONASA;TOMOGRAFÍA AXIAL COMPUTARIZADA, UNA REGIÓN. FONASA;TOMOGRAFÍA AXIAL COMPUTARIZADA, UNA REGIÓN. NO FONASA
6012;255;255;157;157;140;140;140;140;140;140;145;145;323;323;418;418;509;509;802;802;165;165;140;140;870;870;590;590;590;590;590;590;285;285;360;360;1000;1000;950;950
6062;217;217;157;157;143;143;143;143;143;143;143;143;266;266;353;353;373;373;794;794;521;521;143;143;388;388;388;388;388;388;388;388;388;388;388;388;388;388;388;388
6416;230;230;130;130;123;123;38;38;0;0;123;123;185;185;194;194;194;194;233;233;362;362;0;0;339;345;308;308;515;522;301;308;301;301;301;301;588;588;588;588
6517;225;225;150;150;140;140;140;140;140;140;140;140;176;176;282;282;300;300;353;353;279;279;140;140;420;420;229;229;229;229;288;288;229;229;229;229;588;588;588;588
6618;224;224;158;158;135;135;135;135;135;135;135;135;169;169;350;350;332;332;608;608;472;472;134;134;413;413;413;413;413;413;264;264;293;293;293;293;1000;1000;856;856
6769;245;245;139;139;140;140;38;38;140;140;140;140;166;166;250;250;386;386;393;393;462;462;140;140;346;346;287;287;287;287;291;291;291;291;291;291;588;588;681;681
6860;273;273;157;157;141;141;141;141;141;141;141;141;378;378;598;598;610;610;744;744;795;795;141;141;365;365;525;525;525;525;365;365;285;285;362;362;1000;1000;588;588
6985;234;234;139;139;145;145;145;145;145;145;145;145;295;295;445;445;445;445;602;602;631;631;0;0;652;652;473;473;790;790;473;473;473;473;359;359;1000;1000;652;652
7062;263;263;157;157;136;136;38;38;0;0;147;147;250;250;300;300;411;411;610;610;279;279;136;136;761;761;441;441;522;522;367;367;367;367;367;367;1000;1000;925;925
7214;256;256;150;150;136;136;136;136;136;136;136;136;368;368;215;215;367;367;417;417;453;453;136;136;685;685;497;497;816;816;591;591;591;591;816;816;1000;1000;920;920
7264;205;205;34;34;143;143;76;76;76;76;76;76;229;229;280;280;394;394;770;770;441;441;0;0;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120
7466;279;279;147;147;0;143;0;0;0;143;0;143;0;273;0;423;492;492;756;756;492;492;143;143;650;650;331;331;756;756;218;218;218;218;218;218;650;650;650;650
7553;222;222;145;145;0;133;0;133;0;133;0;133;0;770;0;354;0;394;0;764;435;435;0;133;595;595;331;1000;331;331;299;963;963;299;503;503;595;595;595;595
7618;245;245;157;157;140;140;38;38;63;63;145;145;248;248;405;405;488;488;679;679;625;625;140;140;567;567;342;342;692;692;357;357;357;357;357;357;1000;1000;798;798
7719;231;231;140;140;144;144;144;144;144;144;140;140;140;313;266;266;439;439;487;487;516;516;144;144;495;495;433;433;433;433;433;433;433;433;433;433;589;589;687;687
7810;146;237;146;146;146;146;0;0;143;143;143;143;209;209;343;343;146;146;146;146;617;617;146;146;317;317;284;284;284;284;284;284;120;120;284;284;687;687;687;687
8012;202;246;143;143;94;94;0;0;98;98;98;98;152;152;281;281;304;304;468;468;441;441;66;143;402;402;291;291;614;614;232;232;232;232;254;254;911;911;911;911
8163;236;236;135;135;139;139;139;139;139;139;139;139;261;261;372;372;492;492;791;791;517;517;139;139;433;433;433;433;433;433;381;381;196;196;433;433;588;588;588;588
8264;284;284;157;157;143;143;143;143;143;143;143;143;313;313;444;444;488;488;880;880;644;644;141;143;452;452;272;272;452;452;272;272;272;272;452;452;914;914;914;914
